"","Watershed","Year","WY","Month","Day","NO3 (ueq/L)","SO4 (ueq/L)","DOC (mg/L)","Discharge (L/sec)","Specific Conductance (us/cm)","ANC"
"350","EB",1988,1989,11,8,2.9,110,1.9,3.142,"24.6","7.0"
"351","EB",1988,1989,11,15,5.5,108,1.9,5.152,"23.8","6.7"
"352","EB",1988,1989,11,15,5.1,109,1.9,5.152,"25.2","7.3"
"353","WB",1988,1989,11,15,7.2,110,1.6,4.699,"25.1","11.1"
"354","WB",1988,1989,11,15,7.5,112,1.6,4.699,"25.3","11.9"
"355","WB",1988,1989,11,22,9.6,111,1.7,6.625,"25.0","8.3"
"356","EB",1988,1989,11,22,7.6,107,2,6.625,"23.9","5.2"
"357","EB",1988,1989,11,22,7.7,106,2,6.625,"23.9","3.2"
"358","EB",1988,1989,11,22,7.3,107,2,6.625,"23.6","5.2"
"359","EB",1988,1989,11,22,7.4,107,2.1,6.625,"23.7","4.6"
"360","EB",1988,1989,11,29,10.1,102,2.1,12.485,"25.5","5.2"
"361","EB",1988,1989,11,29,10.2,104,2.1,12.485,"25.1","4.6"
"362","WB",1988,1989,11,29,12.3,110,1.7,10.984,"25.1","6.8"
"363","WB",1988,1989,11,29,11.8,111,1.7,10.984,"26.0","6.5"
"364","EB",1988,1989,12,6,8.7,112,1.4,1.699,"24.4","6.8"
"365","EB",1988,1989,12,6,8.5,112,1.5,1.699,"24.5","5.9"
"366","WB",1988,1989,12,6,11.1,110,1.2,1.953,"24.4","10.8"
"367","EB",1988,1989,12,6,8,111,1.5,1.699,"25.0","10.1"
"368","EB",1988,1989,12,6,7.1,105,1.5,1.699,"25.0","9.5"
"369","WB",1988,1989,12,13,11.7,110,1.1,0.566,"27.6","22.3"
"370","WB",1988,1989,12,13,11.8,109,1.3,0.566,"27.6","21.8"
"371","EB",1988,1989,12,13,12,117,1.7,0.396,"28.7","31.5"
"372","EB",1988,1989,12,13,10.1,121,1.5,0.396,"28.8","14.7"
"373","WB",1988,1989,12,20,11.3,106,1.1,0.623,"26.3","19.9"
"374","WB",1988,1989,12,20,11.5,106,1.1,0.623,"26.0","18.4"
"375","EB",1988,1989,12,20,9.9,113,1.3,0.51,"27.5","30.0"
"376","EB",1988,1989,12,20,9.7,113,1.4,0.51,"26.7","15.4"
"377","EB",1988,1989,12,20,9.3,112,1.3,0.51,"26.7","15.6"
"378","WB",1988,1989,12,27,12.1,104,NA,0.821,"25.6","17.0"
"379","EB",1988,1989,12,27,14.4,111,1.4,0.623,"27.8","23.5"
"380","EB",1988,1989,12,27,14.4,113,1.3,0.623,"28.4","23.7"
"381","EB",1988,1989,12,27,13.9,114,1.3,0.623,"26.5","13.5"
"382","WB",1988,1989,12,27,12.1,105,1.2,0.821,"26.3","18.1"
"383","WB",1988,1989,12,27,11.9,105,1.1,0.821,"25.1","17.4"
"384","EB",1989,1989,1,3,13.8,112,1.3,0.425,"27.8","16.9"
"385","WB",1989,1989,1,3,11.1,103,1.1,0.538,"27.4","22.2"
"386","WB",1989,1989,1,3,11.2,104,1.1,0.538,"26.3","22.6"
"387","EB",1989,1989,1,10,15.4,112,1.7,0.396,"27.4","15.4"
"388","WB",1989,1989,1,10,12,105,1.5,0.595,"26.2","20.3"
"389","WB",1989,1989,1,10,13.4,103,1.5,0.595,"26.0","21.6"
"390","WB",1989,1989,1,17,14.1,102,1,0.849,"25.9","22.8"
"391","WB",1989,1989,1,17,13.4,103,1,0.849,"25.8","22.5"
"392","EB",1989,1989,1,17,17.9,111,1.2,0.623,"27.9","16.4"
"393","EB",1989,1989,1,17,17.6,110,1.3,0.623,"27.0","15.2"
"394","EB",1989,1989,1,24,20.2,110,1.2,0.623,"27.1","14.7"
"395","WB",1989,1989,1,24,13.7,102,1.1,0.849,"25.5","22.1"
"396","WB",1989,1989,1,24,13.9,104,1.5,0.849,"25.7","22.1"
"397","EB",1989,1989,1,31,18.5,111,1.6,0.311,"29.8","16.3"
"398","WB",1989,1989,1,31,14,101,1.2,0.283,"26.2","25.4"
"399","EB",1989,1989,2,7,17.2,115,1.5,0.226,"28.7","16.5"
"400","EB",1989,1989,2,7,17.3,113,1.5,0.226,"32.0","15.6"
"401","WB",1989,1989,2,7,11.7,104,1.3,0.283,"27.0","26.4"
"402","WB",1989,1989,2,7,11.7,103,1.3,0.283,"26.9","26.1"
"403","EB",1989,1989,2,14,14.5,113,1.6,0.623,"30.8","15.7"
"404","EB",1989,1989,2,14,14.8,114,1.5,0.623,"30.8","16.5"
"405","WB",1989,1989,2,14,12.6,100,1.3,0.764,"29.4","27.1"
"406","WB",1989,1989,2,21,12.1,103,1.3,0.396,"29.6","28.1"
"407","WB",1989,1989,2,21,12.5,103,1.2,0.396,"29.2","28.1"
"408","EB",1989,1989,2,21,19.4,114,1.4,0.198,"30.9","17.8"
"409","EB",1989,1989,2,21,19.3,114,1.3,0.198,"30.9","17.3"
"410","EB",1989,1989,2,21,19.3,113,2.5,0.226,"29.2","13.1"
"411","WB",1989,1989,2,21,36.2,110,1.5,0.396,"28.8","6.6"
"412","EB",1989,1989,2,21,43.6,113,4.6,3.624,"32.0","13.1"
"413","WB",1989,1989,2,21,38.4,110,1.5,2.888,"28.4","6.1"
"414","EB",1989,1989,2,21,43.6,98,7.3,29.159,"29.5","3.8"
"415","WB",1989,1989,2,21,39,111,1.6,12.485,"28.0","5.2"
"416","EB",1989,1989,2,22,42,98,4.3,32.84,"29.6","3.6"
"417","WB",1989,1989,2,22,39.8,111,3.2,34.538,"28.2","3.2"
"418","EB",1989,1989,2,22,41.1,99,3.8,24.488,"29.0","3.4"
"419","WB",1989,1989,2,22,40.2,110,2,34.821,"28.3","2.1"
"420","EB",1989,1989,2,22,41.9,100,4.1,18.656,"29.0","3.7"
"421","WB",1989,1989,2,22,40.2,109,2.1,28.055,"28.9","3.8"
"422","WB",1989,1989,2,22,40,112,2,23.441,"28.8","3.9"
"423","EB",1989,1989,2,22,41.3,100,4.1,15.401,"28.8","3.4"
"424","WB",1989,1989,2,22,37.5,111,2.2,20.015,"28.8","3.7"
"425","EB",1989,1989,2,22,41.5,101,3.6,12.173,"29.5","2.7"
"426","WB",1989,1989,2,22,37.2,106,2.6,15.457,"27.1","6.5"
"427","EB",1989,1989,2,23,41.1,101,3.4,9.512,"29.2","0.3"
"428","WB",1989,1989,2,23,32.1,92,2.8,11.72,"24.9","16.2"
"429","WB",1989,1989,2,23,40.1,110,3.7,7.7,"29.8","18.7"
"430","WB",1989,1989,2,23,11.7,103,1.2,5.775,"26.8","28.6"
"431","WB",1989,1989,2,23,33.7,109,1.6,4.699,"31.4","11.9"
"432","WB",1989,1989,2,23,31.6,110,1.6,3.142,"31.5","14.8"
"433","WB",1989,1989,2,28,21.4,105,1.3,1.076,"29.6","16.8"
"434","EB",1989,1989,2,28,29.8,107,1.6,0.906,"30.4","10.0"
"435","EB",1989,1989,2,28,29.9,108,1.6,0.906,"30.0","8.3"
"436","EB",1989,1989,3,7,23.7,109,2.3,0.51,"28.8","12.5"
"437","WB",1989,1989,3,7,20.8,106,1.5,0.764,"28.6","21.1"
"438","WB",1989,1989,3,7,21.1,105,1.5,0.764,"28.7","20.5"
"439","WB",1989,1989,3,14,15.1,104,1.3,0.623,"31.4","23.4"
"440","WB",1989,1989,3,14,15.2,104,1.3,0.623,"31.1","23.4"
"441","EB",1989,1989,3,14,19.8,112,2,0.311,"32.3","15.4"
"442","EB",1989,1989,3,14,19.8,112,1.5,0.311,"32.3","15.6"
"443","WB",1989,1989,3,21,17.9,102,1.3,1.047,"28.6","25.9"
"444","EB",1989,1989,3,21,26,108,1.4,1.274,"28.5","12.2"
"445","WB",1989,1989,3,21,18.5,104,1.2,0.906,"28.2","24.7"
"446","WB",1989,1989,3,27,20.1,103,1.8,4.615,"23.6","20.4"
"447","EB",1989,1989,3,28,23.3,96,2.3,8.153,"25.2","6.3"
"448","WB",1989,1989,3,28,22,103,2,5.266,"27.8","15.7"
"449","WB",1989,1989,3,28,25,109,2.2,17.694,"25.3","11.6"
"450","WB",1989,1989,3,29,29,108,2,26.385,"24.4","6.8"
"451","WB",1989,1989,3,29,30,105,2.4,27.008,"24.3","6.7"
"452","WB",1989,1989,3,29,30.7,107,1.8,14.466,"28.6","8.4"
"453","EB",1989,1989,4,4,28.6,101,2.1,6.115,"24.8","6.2"
"454","WB",1989,1989,4,4,24.6,105,1.5,5.152,"25.4","16.2"
"455","EB",1989,1989,4,4,28.3,104,1.8,6.115,"27.1","6.7"
"456","EB",1989,1989,4,4,28.1,100,1.8,6.115,"27.4","5.9"
"457","WB",1989,1989,4,4,25.4,110,1.5,5.152,"27.6","13.8"
"458","WB",1989,1989,4,4,25.5,108,1.6,5.152,"27.6","18.0"
"459","EB",1989,1989,4,4,28.5,100,2.3,6.625,"24.2","6.6"
"460","WB",1989,1989,4,4,23.8,104,2.2,5.605,"25.0","16.0"
"461","EB",1989,1989,4,4,29.2,100,2.8,17.552,"23.9","6.4"
"462","WB",1989,1989,4,4,25.2,105,2.5,15.571,"24.3","13.7"
"463","EB",1989,1989,4,4,30.2,101,2.8,20.355,"24.2","4.7"
"464","WB",1989,1989,4,4,26.9,107,2.2,15.995,"24.8","10.6"
"465","EB",1989,1989,4,5,30.1,101,2.5,16.986,"24.0","4.1"
"466","WB",1989,1989,4,5,27.7,108,1.9,15.174,"25.0","9.1"
"467","EB",1989,1989,4,5,29.9,98,2.6,18.175,"23.7","3.1"
"468","WB",1989,1989,4,5,27.5,111,2,14.891,"24.8","8.6"
"469","EB",1989,1989,4,5,29.5,98,2.7,20.695,"23.6","3.5"
"470","WB",1989,1989,4,5,26.9,112,2.2,17.524,"24.6","5.8"
"471","EB",1989,1989,4,5,27,92,3.2,35.954,"22.4","4.0"
"472","WB",1989,1989,4,5,26.4,109,2.4,32.84,"24.2","6.3"
"473","EB",1989,1989,4,5,29.3,95,2.6,29.159,"23.3","3.7"
"474","WB",1989,1989,4,5,27.7,111,2.2,28.31,"24.5","5.6"
"475","EB",1989,1989,4,5,29.8,96,2.7,19.76,"23.6","2.0"
"476","WB",1989,1989,4,5,28.7,111,2.2,20.355,"24.8","6.1"
"477","EB",1989,1989,4,6,30.4,97,2.6,17.694,"23.7","2.5"
"478","WB",1989,1989,4,6,28.8,111,2.2,18.656,"24.4","6.6"
"479","EB",1989,1989,4,6,29.9,98,2.8,17.071,"23.9","4.0"
"480","WB",1989,1989,4,6,29,110,2.3,17.694,"24.3","8.4"
"481","EB",1989,1989,4,6,29.7,102,2,30.858,"23.1","7.4"
"482","WB",1989,1989,4,6,26.9,105,2.3,28.31,"23.0","11.8"
"483","EB",1989,1989,4,6,29.7,99,3.4,46.995,"22.6","4.4"
"484","WB",1989,1989,4,6,28.7,106,3.3,49.543,"23.4","6.1"
"485","EB",1989,1989,4,6,26.8,95,4,60.867,"22.5","5.4"
"486","WB",1989,1989,4,6,28.1,105,3.5,63.981,"23.2","5.2"
"487","EB",1989,1989,4,6,28,93,4.1,42.182,"22.3","6.3"
"488","WB",1989,1989,4,6,27.5,107,2,44.73,"22.7","11.8"
"489","EB",1989,1989,4,7,28.8,95,3.5,42.465,"22.7","6.6"
"490","WB",1989,1989,4,7,29.8,108,2.8,50.392,"24.0","4.5"
"491","EB",1989,1989,4,7,29.2,98,3.3,23.724,"22.5","5.4"
"492","WB",1989,1989,4,7,31.5,108,2.7,26.385,"23.9","4.3"
"493","EB",1989,1989,4,8,32.8,102,2.2,5.605,"22.8","5.1"
"494","WB",1989,1989,4,8,29.6,104,1.8,6.115,"23.4","10.3"
"495","EB",1989,1989,4,11,28.7,100,1.9,5.152,"22.5","6.5"
"496","EB",1989,1989,4,11,28.1,102,1.8,5.152,"22.8","7.0"
"497","WB",1989,1989,4,11,26,103,1.6,4.699,"23.2","11.9"
"498","EB",1989,1989,4,15,26,102,1.9,3.142,"24.7","8.0"
"499","EB",1989,1989,4,16,24.7,102,1.8,2.831,"24.6","8.9"
"500","EB",1989,1989,4,17,21.8,101,1.9,3.51,"24.2","9.4"
"501","EB",1989,1989,4,18,27.7,102,2.1,7.162,"24.6","6.7"
"502","WB",1989,1989,4,18,26,108,2.7,7.729,"25.3","12.3"
"503","EB",1989,1989,4,18,27.7,102,2.3,7.162,"26.6","6.0"
"504","EB",1989,1989,4,18,27.3,100,2.3,7.162,"26.2","5.6"
"505","WB",1989,1989,4,18,27.1,108,1.9,7.729,"27.0","9.6"
"506","WB",1989,1989,4,18,27.3,110,1.7,7.729,"27.1","8.7"
"507","EB",1989,1989,4,19,25.8,98,1.9,5.152,"25.0","6.7"
"508","WB",1989,1989,4,19,23.6,104,2.9,5.605,"26.6","13.4"
"509","EB",1989,1989,4,20,25.4,101,1.8,4.558,"25.2","6.9"
"510","WB",1989,1989,4,20,23.5,105,3,5.152,"26.5","13.0"
"511","EB",1989,1989,4,21,25,102,2,3.878,"25.0","7.6"
"512","WB",1989,1989,4,21,23.7,105,2.8,4.699,"26.6","12.5"
"513","EB",1989,1989,4,22,24.7,99,1.9,3.51,"25.0","7.0"
"514","WB",1989,1989,4,22,24.5,105,2.6,4.699,"26.5","12.0"
"515","EB",1989,1989,4,23,22.9,101,2,2.831,"25.5","7.2"
"516","EB",1989,1989,4,25,23.3,106,1.5,2.831,"25.9","7.8"
"517","WB",1989,1989,4,25,21.3,104,1.3,3.142,"26.6","14.3"
"518","EB",1989,1989,4,26,23.7,105,1.7,3.482,"25.6","6.6"
"519","WB",1989,1989,4,26,23.1,108,2.6,3.51,"26.0","13.6"
"520","EB",1989,1989,4,27,25.8,104,1.8,5.152,"25.6","5.8"
"521","WB",1989,1989,4,27,21.4,106,2.8,4.699,"25.6","14.5"
"522","EB",1989,1989,4,28,23.5,100,1.8,3.935,"25.4","4.5"
"523","WB",1989,1989,4,28,22.9,109,2.8,4.699,"26.1","12.4"
"524","EB",1989,1989,4,29,23.7,106,1.8,3.142,"25.5","4.7"
"525","WB",1989,1989,4,29,22,107,2.6,3.878,"26.2","12.5"
"526","EB",1989,1989,4,30,21.1,103,1.8,3.142,"25.5","5.6"
"527","EB",1989,1989,5,1,21.3,105,1.9,3.142,"25.6","5.2"
"528","EB",1989,1989,5,2,20.1,102,2,4.699,"25.5","4.3"
"529","WB",1989,1989,5,2,23.6,109,1.4,6.993,"26.1","11.1"
"530","WB",1989,1989,5,2,23.3,109,1.6,6.993,"26.0","11.0"
"531","EB",1989,1989,5,2,22.1,105,1.9,6.568,"25.4","6.7"
"532","EB",1989,1989,5,2,22,106,1.9,6.568,"25.4","6.2"
"533","WB",1989,1989,5,2,22.7,109,2.6,7.559,"26.2","11.9"
"534","WB",1989,1989,5,2,30.9,112,5.2,54.638,"27.5","2.7"
"535","WB",1989,1989,5,2,33.3,114,4.3,60.3,"27.1","1.5"
"536","EB",1989,1989,5,2,26.7,102,4.7,54.638,"24.4","1.4"
"537","WB",1989,1989,5,3,34.8,113,3.6,37.652,"26.6","4.6"
"538","EB",1989,1989,5,3,30,101,3.8,35.388,"24.7","-1.2"
"539","WB",1989,1989,5,3,34.3,111,3.4,26.894,"26.4","4.3"
"540","WB",1989,1989,5,3,34.2,111,3.2,20.27,"26.6","5.9"
"541","EB",1989,1989,5,3,32.2,102,3.2,19.336,"24.9","0.2"
"542","WB",1989,1989,5,3,34.4,111,3.2,16.363,"26.3","5.7"
"543","EB",1989,1989,5,3,33,102,3,15.825,"24.6","1.7"
"544","EB",1989,1989,5,3,33.1,101,2.7,13.221,"24.3","1.5"
"545","EB",1989,1989,5,4,31,103,2.4,8.323,"22.3","3.0"
"546","WB",1989,1989,5,4,32.3,109,2.8,8.323,"24.3","8.2"
"547","EB",1989,1989,5,5,27.9,104,2.2,5.152,"22.0","4.4"
"548","WB",1989,1989,5,5,28.7,108,3,5.605,"23.6","10.4"
"549","EB",1989,1989,5,6,25.7,104,2.3,4.813,"21.9","4.5"
"550","WB",1989,1989,5,6,26.5,107,3,5.464,"23.3","10.4"
"551","WB",1989,1989,5,6,29.1,109,3.2,8.833,"24.2","9.1"
"552","WB",1989,1989,5,6,35.5,111,4.3,26.102,"24.9","4.9"
"553","WB",1989,1989,5,6,36.6,116,4.2,112.674,"27.1","1.1"
"554","WB",1989,1989,5,6,37.9,114,3.7,54.638,"26.7","1.4"
"555","WB",1989,1989,5,7,37.3,112,3.6,35.388,"26.8","2.4"
"556","WB",1989,1989,5,8,33.7,111,2.8,14.098,"24.9","4.2"
"557","EB",1989,1989,5,8,30.2,103,2.6,12.768,"22.7","2.9"
"558","EB",1989,1989,5,9,26.8,103,2.7,7.729,"25.3","4.1"
"559","WB",1989,1989,5,9,30,109,2.8,8.323,"26.1","8.0"
"560","EB",1989,1989,5,9,27.2,103,2.3,7.162,"26.0","3.2"
"561","EB",1989,1989,5,9,27.4,103,2.2,7.162,"26.0","3.2"
"562","WB",1989,1989,5,9,30.7,109,2,7.729,"27.0","5.4"
"563","EB",1989,1989,5,9,24.7,104,2.5,5.605,"25.4","5.4"
"564","WB",1989,1989,5,9,28.3,109,3,6.625,"25.9","9.4"
"565","EB",1989,1989,5,10,23.9,104,2.5,5.152,"25.2","4.8"
"566","WB",1989,1989,5,10,26.2,109,3.6,6.115,"25.9","10.3"
"567","EB",1989,1989,5,11,21.3,99,2.7,10.078,"24.1","5.0"
"568","WB",1989,1989,5,11,25.5,106,3.8,9.795,"25.0","8.8"
"569","EB",1989,1989,5,12,28.2,94,4,88.893,"25.1","-3.5"
"570","WB",1989,1989,5,12,28.3,106,5.1,90.875,"26.3","0.5"
"571","WB",1989,1989,5,13,26.3,107,3.9,37.369,"25.8","2.6"
"572","WB",1989,1989,5,14,25.3,107,4.9,42.465,"25.3","1.9"
"573","EB",1989,1989,5,16,17.1,104,2.6,6.625,"21.7","3.8"
"574","EB",1989,1989,5,16,17,103,2.6,6.625,"21.7","3.2"
"575","WB",1989,1989,5,16,20.8,108,2.3,7.729,"24.8","6.6"
"576","WB",1989,1989,5,16,21.5,110,2.4,7.729,"24.4","5.8"
"577","EB",1989,1989,5,17,15.6,107,3.5,4.699,"21.8","2.1"
"578","WB",1989,1989,5,17,19,107,3.2,5.605,"23.5","2.7"
"579","EB",1989,1989,5,18,13.1,108,3,3.51,"21.8","1.1"
"580","WB",1989,1989,5,18,17.4,108,3.7,4.275,"22.8","7.5"
"581","WB",1989,1989,5,19,15.2,107,3.5,3.878,"21.8","8.7"
"582","WB",1989,1989,5,20,13.6,107,4.3,3.142,"21.5","8.0"
"583","WB",1989,1989,5,21,12.4,107,3.4,2.831,"21.5","10.1"
"584","EB",1989,1989,5,22,7.1,111,3.7,1.699,"21.3","5.9"
"585","WB",1989,1989,5,22,11.3,106,3.9,2.831,"21.8","11.3"
"586","EB",1989,1989,5,23,6.1,111,3.3,1.472,"21.5","6.2"
"587","WB",1989,1989,5,23,10.3,107,4,2.236,"22.2","12.8"
"588","EB",1989,1989,5,23,6,111,2.4,1.472,"24.4","7.4"
"589","WB",1989,1989,5,23,10,106,3,2.236,"27.7","12.5"
"590","EB",1989,1989,5,24,5.3,107,2.3,1.274,"23.7","5.0"
"591","WB",1989,1989,5,24,8.8,104,2.5,1.953,"24.0","12.0"
"592","EB",1989,1989,5,25,5.2,110,2.2,1.784,"25.3","6.0"
"593","WB",1989,1989,5,25,8.4,105,3,2.52,"24.0","12.5"
"594","WB",1989,1989,5,30,7.3,110,1.8,2.236,"25.5","12.6"
"595","WB",1989,1989,5,30,7.4,110,1.6,2.236,"25.2","12.9"
"596","EB",1989,1989,5,30,4.5,111,2.2,1.472,"24.5","8.1"
"597","EB",1989,1989,5,30,4.4,113,2.2,1.472,"24.3","7.1"
"598","WB",1989,1989,6,6,4.9,110,1.6,1.699,"26.4","17.6"
"599","EB",1989,1989,6,6,2.4,111,2.1,0.963,"25.1","11.1"
"600","EB",1989,1989,6,13,4.2,110,2.2,3.142,"20.8","10.1"
"601","WB",1989,1989,6,13,7,111,1.9,3.51,"22.7","13.9"
"602","WB",1989,1989,6,13,6.8,117,1.8,3.51,"23.1","13.3"
"603","EB",1989,1989,6,20,2.1,111,2,2.52,"24.0","9.1"
"604","EB",1989,1989,6,20,1.8,112,2,2.52,"23.3","8.3"
"605","WB",1989,1989,6,20,3.9,113,1.7,3.086,"25.1","14.5"
"606","EB",1989,1989,6,27,0.8,113,1.6,0.425,"24.6","14.5"
"607","WB",1989,1989,6,27,1.8,109,1.4,1.019,"24.9","19.2"
"608","WB",1989,1989,6,27,1.7,110,1.4,1.019,"24.7","19.0"
"609","WB",1989,1989,7,4,1,108,2.3,0.623,"25.2","24.5"
"610","WB",1989,1989,7,4,0.9,108,2.3,0.623,"25.7","23.6"
"611","EB",1989,1989,7,4,1.9,117,2.5,0.057,"27.1","24.5"
"612","EB",1989,1989,7,4,2.3,115,2.2,0.057,"26.7","25.0"
"613","WB",1989,1989,7,11,1,108,1.5,0.906,"25.2","25.3"
"614","WB",1989,1989,7,11,0.9,109,1.5,0.906,"25.7","23.8"
"615","WB",1989,1989,7,18,0.8,104,1.8,0.311,"27.0","31.0"
"616","WB",1989,1989,7,18,1.3,104,2.1,0.311,"26.3","31.0"
"617","WB",1989,1989,7,25,1.4,105,1.8,0.142,"28.6","43.4"
"618","WB",1989,1989,7,25,1.3,105,1.7,0.142,"28.8","44.9"
"619","WB",1989,1989,8,8,0.9,113,1.5,0.311,"27.3","35.1"
"620","WB",1989,1989,8,8,0.9,111,1.6,0.311,"26.7","35.4"
"621","WB",1989,1989,8,15,0.6,110,1.9,0.396,"26.1","32.5"
"622","WB",1989,1989,8,15,0.7,109,2.1,0.396,"25.9","34.3"
"623","EB",1989,1989,8,15,1.3,121,2.1,0.17,"30.5","67.1"
"624","EB",1989,1989,8,15,1.3,123,2.1,0.17,"30.6","66.9"
"625","WB",1989,1989,8,22,1.4,103,1.7,0.311,"26.6","42.0"
"626","WB",1989,1989,8,22,1,103,1.7,0.311,"26.7","41.6"
"627","WB",1989,1989,9,26,0.05,109,2.1,0.396,"28.2","40.4"
"628","WB",1989,1989,9,26,0.05,108,2.2,0.396,"27.8","41.0"
"629","WB",1989,1990,10,3,0.05,111,1.9,1.472,"26.7","30.4"
"630","WB",1989,1990,10,3,0.05,111,2,1.472,"26.3","30.3"
"631","EB",1989,1990,10,3,0.05,119,1.9,0.849,"26.9","17.7"
"632","WB",1989,1990,10,10,0.05,112,1.6,0.396,"27.0","33.5"
"633","WB",1989,1990,10,10,0.05,112,1.9,0.396,"27.1","33.1"
"634","EB",1989,1990,10,10,1.2,123,1.5,0.198,"27.6","21.5"
"635","EB",1989,1990,10,17,0.05,126,1.9,0.623,"28.1","18.0"
"636","EB",1989,1990,10,17,0.05,125,1.8,0.623,"28.1","18.4"
"637","WB",1989,1990,10,17,0.05,118,1.7,0.821,"26.9","27.9"
"638","WB",1989,1990,10,17,0.05,118,2,0.821,"27.4","28.2"
"639","WB",1989,1990,10,24,0.05,117,1.7,2.831,"26.3","14.4"
"640","EB",1989,1990,10,24,0.05,118,2.1,2.52,"25.9","9.5"
"641","WB",1989,1990,10,31,0.05,116,1.5,0.906,"27.3","21.5"
"642","WB",1989,1990,10,31,0.05,116,1.6,0.906,"27.3","20.1"
"643","EB",1989,1990,10,31,0.05,121,1.7,0.906,"27.0","12.3"
"644","WB",1989,1990,11,1,2.9,108,2.9,1.5,"26.2","22.1"
"645","EB",1989,1990,11,1,4.3,112,2.7,1.953,"28.3","12.7"
"646","EB",1989,1990,11,1,5.6,107,3.4,4.926,"25.6","6.8"
"647","WB",1989,1990,11,1,9.2,108,4,4.983,"26.4","14.7"
"648","EB",1989,1990,11,1,9.6,112,3.5,64.603,"27.9","7.6"
"649","WB",1989,1990,11,1,9.8,112,3.4,55.488,"26.9","9.0"
"650","EB",1989,1990,11,1,4.7,111,2.3,31.905,"26.7","4.8"
"651","WB",1989,1990,11,1,6.2,116,2.9,28.253,"26.7","4.8"
"652","EB",1989,1990,11,2,1.8,112,2.6,9.484,"26.0","6.0"
"653","WB",1989,1990,11,2,1.9,116,2.1,9.059,"27.5","6.0"
"654","WB",1989,1990,11,7,3,114,2.2,2.831,"26.0","10.5"
"655","WB",1989,1990,11,7,3.8,114,2.2,2.831,"26.6","11.4"
"656","EB",1989,1990,11,7,1.6,111,2,2.605,"25.6","6.1"
"657","WB",1989,1990,11,9,4.6,114,2.5,6.257,"25.1","9.4"
"658","EB",1989,1990,11,9,2.1,111,2.6,20.581,"24.5","6.5"
"659","WB",1989,1990,11,9,5.5,113,3.1,20.1,"25.1","6.8"
"660","WB",1989,1990,11,9,5,116,2.6,33.123,"26.2","5.0"
"661","EB",1989,1990,11,9,3.1,108,3.5,39.068,"25.3","2.9"
"662","WB",1989,1990,11,10,5.1,117,3.7,30.858,"26.3","4.9"
"663","EB",1989,1990,11,10,3.1,109,3.1,29.584,"24.7","3.0"
"664","WB",1989,1990,11,10,4.4,117,2.5,22.337,"26.1","3.9"
"665","EB",1989,1990,11,10,3,110,2.6,21.176,"24.6","3.3"
"666","EB",1989,1990,11,10,2.3,110,3.1,18.628,"24.5","2.8"
"667","WB",1989,1990,11,10,3.6,117,2.1,11.862,"25.3","6.5"
"668","EB",1989,1990,11,10,2.8,110,3,9.427,"25.0","3.3"
"669","WB",1989,1990,11,14,4.5,113,NA,3.142,NA,NA
"670","WB",1989,1990,11,14,4.9,115,NA,3.142,NA,NA
"671","WB",1989,1990,11,14,5.5,121,NA,3.142,NA,NA
"672","WB",1989,1990,11,14,4.9,124,NA,3.001,NA,NA
"673","WB",1989,1990,11,14,5.7,124,NA,2.831,NA,NA
"674","EB",1989,1990,11,14,2.6,112,NA,2.605,"25.5","8.4"
"675","WB",1989,1990,11,14,5.7,121,NA,2.831,NA,NA
"676","WB",1989,1990,11,14,6,123,NA,2.831,NA,NA
"677","WB",1989,1990,11,14,6.4,121,NA,2.831,NA,NA
"678","WB",1989,1990,11,14,6.6,121,NA,2.831,NA,NA
"679","WB",1989,1990,11,14,6.7,120,NA,2.831,NA,NA
"680","WB",1989,1990,11,14,7.3,120,NA,2.831,NA,NA
"681","WB",1989,1990,11,14,7.3,120,NA,2.831,NA,NA
"682","EB",1989,1990,11,15,3,112,2.6,8.465,"25.4","4.1"
"683","WB",1989,1990,11,15,11,141,2,8.153,"29.0","9.7"
"684","EB",1989,1990,11,16,NA,116,2.3,7.983,"24.7","3.2"
"685","WB",1989,1990,11,16,13.8,131,1.7,7.729,"28.7","7.6"
"686","EB",1989,1990,11,16,3.3,112,2.1,9.399,"25.2","3.0"
"687","WB",1989,1990,11,16,19.5,130,1.9,8.974,"29.7","4.6"
"688","EB",1989,1990,11,16,3.1,110,2.3,12.088,"26.9","2.1"
"689","WB",1989,1990,11,16,12.6,136,2.3,11.324,"31.8","4.3"
"690","EB",1989,1990,11,16,3.5,107,2.7,21.289,"27.6","1.0"
"691","WB",1989,1990,11,16,12.9,145,2.3,19.251,"32.2","0.6"
"692","EB",1989,1990,11,17,4.2,107,2.4,28.055,"26.7","0.6"
"693","WB",1989,1990,11,17,15.3,141,1.9,24.998,"32.2","1.9"
"694","EB",1989,1990,11,17,4.6,107,2.8,10.135,"27.6","0.8"
"695","WB",1989,1990,11,17,14.2,147,2.2,9.625,"33.6","-1.2"
"696","EB",1989,1990,11,22,3.3,106,2.1,2.605,"26.3","5.4"
"697","EB",1989,1990,11,22,3.6,107,2.1,2.605,"26.0","5.2"
"698","WB",1989,1990,11,22,8.7,118,1.7,2.831,"27.7","8.2"
"699","WB",1989,1990,11,22,10.1,118,1.9,2.831,"27.8","9.4"
"700","EB",1989,1990,11,29,8.4,108,1.8,3.567,"25.9","4.3"
"701","WB",1989,1990,11,29,11.9,118,1.4,3.539,"27.8","7.8"
"702","WB",1989,1990,11,29,12.2,119,1.3,3.539,"30.0","7.9"
