Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,Ca flag,Ca (ueq/L),NMCa (ueq/L),Mg flag,Mg (ueq/L),NMMg (ueq/L),K flag,K (ueq/L),NMK (ueq/L),Na flag,Na (ueq/L),NMNa (ueq/L),Si flag,Si (mg/L),NH4 flag,NH4 (ueq/L),Al flag,Al (ppb),Al-Org flag,Al-Org (PPB),Total N flag,Total N (ppm),Cl flag,Cl (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L),DOC flag,DOC (mg/L),DIC flag,DIC (mg/L),ANC (ueq/L),Closed-cell pH,Air-equilibrated pH,Specific Conductance (us/cm),Discharge (L/sec),Initial pH,H+ (ueq/L),HCO3 (ueq/L),Unequilibrated pH (older samples),Apparent color flag,Apparent Color (PCU),True color flag,True color (PCU),Total P flag,Total P (ppb),Field Temp (degrees C),Comment,SUVA
EB8,EB,,REG,2014,2014,4,6,14,SPRING,96.58,10323.58,,41.9,40.01685522,,17.3,7.580042538,,3.8,2.863135747,,63.1,20.18679917,,,,,,3.851851852,,0,,0.08,,50,,55,49.83183983,,1.1,,139.8768,,41.63,14.96,5.95,6.2,15.6,10.63984167,,0.630957344,11.53139195,,,,,,,1.9,4,"ATEMP is daily max from NOAA, Waltham, ME Station",
EB8,EB,2,ISCO,2014,2014,4,7,11,SPRING,97.46,10324.46,,39.4,37.55451812,,17.3,7.774441687,,3.6,2.681873032,,58.3,16.24506319,,,,,,4.333333333,,,,0.066,,49,,53,47.93520303,,1.5,,141.542,,,,,,,8.728916667,,,,,,,,,,5,,TOTN<0.1,
EB8,EB,3,ISCO,2014,2014,4,8,11,SPRING,98.46,10325.46,,31.4,29.6675068,,15.6,6.657639135,,4.6,3.738084888,,52.2,12.71985524,,,,,,6.555555556,,,,0.124,,46,,48,43.24529264,,1.8,,198.9914,,,6.7,,5.72,,60.06438333,,1.905460718,,,,,,,,7.5,,,
EB8,EB,4,ISCO,2014,2014,4,9,11,SPRING,99.46,10326.46,,32.4,30.74283259,,15.6,7.046437434,,4.1,3.275559458,,51.8,14.03638327,,,,,,6.037037037,,,,0.122,,44,,49,44.45201905,,1.3,,193.1632,,,,,,,22.69518333,,,,,,,,,,5.4,,,
EB8,EB,5,ISCO,2014,2014,4,10,11,SPRING,100.46,10327.46,,34.4,32.7051697,,15.6,6.852038284,,3.8,2.956822173,,53.9,15.27811926,,,,,,5.37037037,,,,0.083,,45,,51,46.34865585,,1.1,,180.6742,,,8.7,,5.89,,13.376475,,1.288249552,,,,,,,,4.7,,TOTN<0.1,
EB8,EB,6,ISCO,2014,2014,4,11,11,SPRING,101.46,10328.46,,31.9,30.31815839,,14.8,6.635235732,,3.8,3.013034028,,51.3,15.2529113,,,,,,5.925925926,,,,0.115,,42,,49,44.65874546,,1.1,,176.5112,,,,,,,16.25465833,,,,,,,,,,5.8,,,
EB8,EB,7,ISCO,2014,2014,4,12,11,SPRING,102.46,10329.46,,30.9,29.35582128,,14.8,6.829634881,,3.8,3.031771313,,49.6,14.41117532,,,,,,5.851851852,,,,0.101,,41,,49,44.76210866,,1.1,,179.8416,,,5.8,,5.73,,21.18531667,,1.862087137,,,,,,,,4.9,,,
EB8,EB,8,ISCO,2014,2014,4,13,11,SPRING,103.46,10330.46,,34.4,32.78049549,,15.6,7.240836583,,3.6,2.794296743,,52.6,15.69464729,,,,,,5.222222222,,,,0.078,,43,,52,47.55538225,,1.2,,159.0266,,,,,,,14.13140833,,,,,,,,,,2.3,,TOTN<0.1,
EB8,EB,9,ISCO,2014,2014,4,14,11,SPRING,104.46,10331.46,,31.4,29.78049549,,14.8,6.440836583,,3.8,2.994296743,,51.3,14.39464729,,,,,,6.222222222,,,,0.086,,43,,50,45.55538225,,0.83,,180.6742,,,4.8,,5.7,,20.24165,,1.995262315,,,,,,,,2,,NO3<1; TOTN<0.1,
EB8,EB,10,ISCO,2014,2014,4,15,11,SPRING,105.46,10332.46,,33.9,31.90386653,,16.5,6.19684509,,4.3,3.306923892,,54.8,9.312007123,,,,,,6.555555556,,,,0.09,,53,,49,43.52175022,,0.71,,194.8284,,,,,,,25.10153333,,,,,,,,,,4.3,,NO3<1; TOTN<0.1,
EB8,EB,11,ISCO,2014,2014,4,16,11,SPRING,106.46,10333.46,,34.4,32.36620364,,16.5,6.002445941,,4.9,3.888186607,,53.5,7.153743106,,,,,,6.111111111,,,,0.107,,54,,47,41.41838701,,0.93,,175.6786,,,3.1,,5.58,,34.892075,,2.630267992,,,,,,,,5.6,,NO3<1,
EB8,EB,12,ISCO,2014,2014,4,17,11,SPRING,107.46,10334.46,,36.4,34.40386653,,16.5,6.19684509,,4.6,3.606923892,,54.8,9.312007123,,,,,,5.185185185,,,,0.073,,53,,50,44.52175022,,0.71,,154.8636,,,,,,,11.98456667,,,,,,,,,,2.7,,NO3<1; TOTN<0.1,
EB8,EB,13,ISCO,2014,2014,4,18,11,SPRING,108.46,10335.46,,39.4,37.36620364,,17.3,6.802445941,,4.6,3.588186607,,56.1,9.753743106,,,,,,4.666666667,,,,0.083,,54,,52,46.41838701,,0.88,,160.6918,,,7.7,,5.92,,7.9268,,1.202264435,,,,,,,,3.1,,NO3<1; TOTN<0.1,
EB8,EB,14,ISCO,2014,2014,4,19,11,SPRING,109.46,10336.46,,40.4,38.40386653,,17.3,6.99684509,,4.3,3.306923892,,56.6,11.11200712,,,,,,4.407407407,,,,0.071,,53,,53,47.52175022,,0.62,,141.542,,,,,,,6.2282,,,,,,,,,,1.9,,NO3<1; TOTN<0.1,
EB8,EB,15,ISCO,2014,2014,4,20,11,SPRING,110.46,10337.46,,41.4,39.44152943,,18.1,7.99124424,,4.3,3.325661177,,58.3,13.67027114,,,,,,3.888888889,,,,0.062,,52,,54,48.62511342,,0.61,,140.7094,,,9.1,,6.04,,4.8127,,0.912010839,,,,,,,,1,,NO3<1; TOTN<0.1,
EB8,EB,16,ISCO,2014,2014,4,21,11,SPRING,111.46,10338.46,,42.4,40.40386653,,18.1,7.79684509,,4.6,3.606923892,,60,14.51200712,,,,,,4,,,,0.061,,53,,55,49.52175022,,0.61,,134.0486,,,,,,,4.2465,,,,,,,,,,1.1,,NO3<1; TOTN<0.1,
EB8,EB,17,ISCO,2014,2014,4,22,11,SPRING,112.46,10339.46,,43.9,41.90386653,,18.1,7.79684509,,4.6,3.606923892,,59.6,14.11200712,,,,,,3.814814815,,,,0.063,,53,,56,50.52175022,,0.55,,133.216,,,11.4,,6.08,,3.6803,,0.831763771,,,,,,,,0.4,,TP<1; NO3<1; TOTN<0.1,
EB8,EB,18,ISCO,2014,2014,4,23,11,SPRING,113.46,10340.46,,43.9,41.86620364,,18.1,7.602445941,,4.3,3.288186607,,60.5,14.15374311,,,,,,3.851851852,,,,0.056,,54,,56,50.41838701,,0.5,,131.5508,,,,,,,4.5296,,,,,,,,,,1.9,,NO3<1; TOTN<0.1,
EB8,EB,19,ISCO,2014,2014,4,24,11,SPRING,114.46,10341.46,,41.4,39.36620364,,17.3,6.802445941,,4.1,3.088186607,,58.7,12.35374311,,,,,,4.333333333,,,,0.07,,54,,54,48.41838701,,0.64,,144.0398,,,8.2,,6.03,,6.983133333,,0.933254301,,,,,,,,2.4,,NO3<1; TOTN<0.1,
EB8,EB,,REG,2014,2014,4,25,13,SPRING,115.54,10342.54,,41.6,39.56620364,,17.6,7.102445941,,4.1,3.088186607,,57.4,11.05374311,,,,,,4.259259259,,,,0.059,,54,,54,48.41838701,,0.05,,133.216,,33.304,9.16,5.78,6.02,15.5,6.7944,,0.954992586,6.851894581,,,,,,,,6,"NO3<.1; ATEMP is daily max from NOAA, Waltham, ME Station",
EB8,EB,,REG,2014,2014,5,22,10,SPRING,142.42,10369.42,,44.4,42.21555206,,18.9,7.624849344,,4.6,3.513237467,,53.1,3.32068704,,,,,,2.707407407,,1.851851852,,0.072,,58,,57,51.0049342,,0.05,,141.542,,41.63,18.36,6.05,6.03,16.7,5.9451,,0.933254301,13.54537063,,,,,,,1,8,"NO3<.1; ATEMP is daily max from NOAA, Waltham, ME Station",
EB8,EB,,REG,2014,2014,6,11,9,SUMMER,162.38,10389.38,,50.9,48.56490047,,22.2,10.14725275,,5.9,4.738288327,,56.1,2.887630974,,,,,,2.007407407,,1.855555556,,0.037,,62,,65,58.59148139,,0.05,,140.7094,,58.282,28.15,6.26,6.56,19.2,,,0.27542287,25.57836751,,,,,,,,14,"NO3<.1; ATEMP is daily max from NOAA, Waltham, ME Station",
EB8,EB,,REG,2014,2014,6,29,12,SUMMER,180.5,10407.5,,50.9,48.86620364,,20.6,10.10244594,,6.7,5.688186607,,84.4,38.05374311,,,,,,1.762962963,,1.048148148,,0.068,,54,,58,52.41838701,,,,230.6302,,83.26,30.7,6.13,6.59,19.2,1.061625,,0.257039578,30.5584697,,,,,,,2.4,15,"ATEMP is daily max from NOAA, Waltham, ME Station, NO3 too high, de",
EB8,EB,,REG,2014,2014,7,24,11,SUMMER,205.46,10432.46,,31.9,29.86620364,,13.2,2.702445941,,16.9,15.88818661,,53.9,7.553743106,,,,2.1606,,1.981481481,,1.188888889,,0.134,,54,,39,33.41838701,,0.05,,204.8196,,58.282,23.99,6.05,6.48,18,1.134759167,,0.331131121,18.96351889,,,,,,,0.5,16,"TP<1; NO3<.1; ATEMP is daily max from NOAA, Bangor BGR ME Station",
EB8,EB,,REG,2014,2014,8,7,11,SUMMER,219.46,10446.46,,45.4,43.17788916,,15.6,4.130450195,,1.3,0.194500182,,71.8,21.16242302,,,,1.939,,1.57037037,,0.933333333,,0.17,,59,,42,35.901571,,0.05,,193.1632,,66.608,40.8,6.29,6.63,20,0.31141,,0.234422882,30.36949973,,,,,,,1.2,15,"NO3<.1; ATEMP is daily max from NOAA, Waltham, ME Station",
EB8,EB,,REG,2014,2014,8,21,10,SUMMER,233.42,10460.42,,61.9,59.60256337,,27.2,15.3416519,,2.3,1.157025612,,106.6,54.24589499,,,,,,1.592592593,,1.225925926,,0.2,,61,,64,57.69484459,,0.05,,207.3174,,83.26,52.67,6.44,6.69,22.8,0.117958333,,0.204173794,45.13019787,,,,,,,4.1,16,"NO3<.1; ATEMP is daily max from NOAA, Waltham, ME Station",
EB8,EB,2,ISCO,2014,2015,10,17,1,FALL,290.04,10517.04,,45.9,41.75708149,,26.3,4.916093584,,20.2,18.13889864,,82.2,-12.20904182,,,,,,2,,,,,,110,,57,45.63004762,,0.5,,160.6918,,,24.05,,6.4,,0.044824167,,0.398107171,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,7,ISCO,2014,2015,10,17,9,FALL,290.38,10517.38,,38.4,34.74669913,,18.1,-0.756717476,,13.8,11.98248335,,61.3,-21.95160961,,,,,,3.666666667,,,,,,97,,45,34.97376927,,0.5,,242.2866,,,18.41,,6.23,,16.82085833,,0.588843655,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,8,ISCO,2014,2015,10,17,10,FALL,290.42,10517.42,,33.4,29.59604755,,17.3,-2.334314073,,11.5,9.60753421,,64.4,-22.28466567,,,,,,3.518518519,,,,,,101,,40,29.56031645,,0.5,,225.6346,,,14.76,,6.11,,16.56135,,0.776247117,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,10,ISCO,2014,2015,10,17,13,FALL,290.54,10517.54,,35.4,31.44539596,,18.1,-2.31191067,,10.2,8.232585069,,64.8,-25.31772174,,,,,,3.074074074,,,,,,105,,42,31.14686364,,0.5,,207.3174,,,14.47,,6.1,,8.587366667,,0.794328235,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,24,ISCO,2014,2015,10,18,10,FALL,291.42,10518.42,,41.9,37.94539596,,20.6,0.18808933,,7.4,5.432585069,,69.6,-20.51772174,,,,,,2.074074074,,,,,,105,,47,36.14686364,,0.5,,164.0222,,,17.47,,6.2,,1.7764525,,0.630957344,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,,REG,2014,2015,10,19,13,FALL,292.54,10519.54,,59.4,55.78436202,,29.6,10.93768167,,9,7.201220635,,90.9,8.506654411,,,,1.662,,2.518518519,,1.592592593,,0.14,,96,,54,44.07713247,,0.05,,217.3086,,58.282,23.05,6.29,6.46,23.7,0.96254,,0.34673685,26.57331226,,,,,,,,12,"NO3<.1; ATEMP is daily max from NOAA, Waltham, ME Station",
EB8,EB,2,ISCO,2014,2015,10,22,3,FALL,295.13,10522.13,,48.9,46.71555206,,23.9,12.62484934,,7.2,6.113237467,,77.9,28.12068704,,,,,,1.655555556,,,,,,58,,55,49.0049342,,0.5,,148.2028,,,29.86,,6.56,,0.979054167,,0.27542287,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,18,ISCO,2014,2015,10,23,11,FALL,296.46,10523.46,,31.9,29.67788916,,16.5,5.030450195,,7.7,6.594500182,,63.5,12.86242302,,,,,,3.414814815,,,,,,59,,44,37.901571,,0.5,,184.0046,,,10.32,,5.95,,20.43038333,,1.122018454,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,24,ISCO,2014,2015,10,23,23,FALL,296.96,10523.96,,27.4,25.62984391,,14.8,5.663239986,,7.7,6.819347602,,57,16.66159122,,,,,,4.740740741,,,,,,47,,39,34.14192944,,0.5,,208.15,,,4.35,,5.7,,45.67346667,,1.995262315,,,,,,,,,,NO3<1; ANC est from EqpH polynomial,
EB8,EB,,REG,2014,2015,11,14,10,FALL,318.42,10545.42,,38.9,36.60256337,,18.9,7.041651896,,3.8,2.657025612,,73.1,20.74589499,,,,0.1662,,3.925925926,,3.777777778,,0.066,,61,,47,40.69484459,,0.05,,210.6478,,49.956,10.91,5.58,5.91,16.8,3.279241667,,1.230268771,7.017854354,,,,,,,0.5,,"TP<1; NO3<.1; NH4<.005; ATEMP is daily max from NOAA, Waltham, ME S",
EB8,EB,,REG,2014,2015,12,14,13,WINTER,348.54,10575.54,,29.4,27.32854074,,15.6,4.908046792,,3.6,2.569449322,,58.3,11.09547909,,,,0.1662,,5.037037037,,2.888888889,,0.057,,55,,46,40.31502381,,0.05,,103.2424,,,7.9,4.89,5.99,16.5,5.662,,1.023292992,,,,,,,,0.5,3,"TP<1; NO3<.1; NH4<.005; ATEMP is daily max from NOAA, Bangor BGR ME",
WB3,WB,,REG,2014,2014,1,17,13,WINTER,17.54,10244.54,,84.3,82.52984391,,30.4,21.26323999,,8.4,7.519347602,,76.6,36.26159122,,,,,,32.66666667,,3.962962963,,1,,47,,158,153.1419294,,65,,136.5464,,66.608,-7.15,4.89,4.91,37.3,6.410983515,,12.30268771,2.151018334,,,,,,,0.5,4,"TP<1; ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,2,12,13,WINTER,43.54,10270.54,,88.3,86.15321495,,36.2,25.11924849,,6.9,5.831974752,,86.6,37.67895106,,,,,,12.03703704,,1.651851852,,0.721,,57,,141,135.1082974,,46,,104.9076,,41.63,-4,4.97,5.11,32.9,,,7.762471166,1.605816759,,,,,,,,2,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,3,6,12,SPRING,65.5,10292.5,,96.8,94.69087785,,37.9,27.01364764,,7.4,6.350712037,,88.3,40.23721507,,,,,,11.40740741,,2.577777778,,0.902,,56,,138,132.2116606,,58,,90.7534,,41.63,-4.63,5.2,5.07,34.1,,,8.511380382,2.655528937,,,,,,,2.1,2,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,3,23,12,SPRING,82.5,10309.5,,102.3,100.0778892,,38.7,27.23045019,,8.4,7.294500182,,87,36.36242302,,,,,,13.55555556,,3.211111111,,1.08,,59,,141,134.901571,,71,,89.9208,,41.63,-3.97,5.15,5.07,35.2,1.787720234,,8.511380382,2.38327911,,,,,,,,2,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,1,ISCO,2014,2014,4,6,11,SPRING,96.46,10323.46,,75.8,73.84152943,,31.3,21.19124424,,7.2,6.225661177,,67.9,23.27027114,,,,,,36.7037037,,,,1.13,,52,,153,147.6251134,,77,,121.5596,,,-1.6,,4.81,,8.927194009,,15.48816619,,,,,,,,0.9,,TP<1,
WB3,WB,,REG,2014,2014,4,6,14,SPRING,96.58,10323.58,,84.3,82.41685522,,29.6,19.88004254,,9.5,8.563135747,,82.2,39.28679917,,,,,,35.66666667,,,,1.12,,50,,152,146.8318398,,77,,122.3922,,33.304,-5.18,4.99,4.82,38.9,10.06495875,,15.13561248,1.342755706,,,,,,,1.7,4,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,2,ISCO,2014,2014,4,7,11,SPRING,97.46,10324.46,,75.3,73.41685522,,31.3,21.58004254,,7.2,6.263135747,,66.6,23.68679917,,,,,,37.40740741,,,,1.11,,50,,153,147.8318398,,76,,129.053,,,,,,,8.292671363,,,,,,,,,,2.2,,,
WB3,WB,3,ISCO,2014,2014,4,8,11,SPRING,98.46,10325.46,,64.4,62.55451812,,28,18.47444169,,9.7,8.781873032,,58.3,16.24506319,,,,,,43.33333333,,,,1.21,,49,,154,148.935203,,77,,175.6786,,,-9.3,,4.75,,55.90374992,,17.7827941,,,,,,,,3.8,,,
WB3,WB,4,ISCO,2014,2014,4,9,11,SPRING,99.46,10326.46,,65.9,64.09218101,,28.8,19.46884084,,7.9,7.000610317,,58.7,17.50332721,,,,,,42.96296296,,,,1.15,,48,,153,148.0385662,,76,,159.0266,,,,,,,21.24568538,,,,,,,,,,2.7,,,
WB3,WB,5,ISCO,2014,2014,4,10,11,SPRING,100.46,10327.46,,73.4,71.59218101,,32.1,22.76884084,,10.5,9.600610317,,61.8,20.60332721,,,,,,41.48148148,,,,1.57,,48,,198,193.0385662,,77,,148.2028,,,-10.1,,4.78,,12.60304934,,16.59586907,,,,,,,,1.4,,,
WB3,WB,6,ISCO,2014,2014,4,11,11,SPRING,101.46,10328.46,,71.4,69.62984391,,31.3,22.16323999,,9.5,8.619347602,,60.5,20.16159122,,,,,,45.55555556,,,,1.39,,47,,187,182.1419294,,77,,148.2028,,,,,,,15.27242047,,,,,,,,,,1.5,,,
WB3,WB,7,ISCO,2014,2014,4,12,11,SPRING,102.46,10329.46,,68.9,67.2051697,,30.4,21.65203828,,9.2,8.356822173,,59.2,20.57811926,,,,,,46.2962963,,,,1.29,,45,,181,176.3486558,,78,,159.0266,,,-9.4,,4.75,,19.84535954,,17.7827941,,,,,,,,1.7,,,
WB3,WB,8,ISCO,2014,2014,4,13,11,SPRING,103.46,10330.46,,77.8,75.91685522,,32.9,23.18004254,,9.2,8.263135747,,65.7,22.78679917,,,,,,43.7037037,,,,1.29,,50,,174,168.8318398,,82,,159.8592,,,,,,,13.30321226,,,,,,,,,,1.6,,,
WB3,WB,9,ISCO,2014,2014,4,14,11,SPRING,104.46,10331.46,,63.9,62.09218101,,28.8,19.46884084,,8.7,7.800610317,,59.6,18.40332721,,,,,,48.88888889,,,,1.23,,48,,173,168.0385662,,78,,166.52,,,-11,,4.7,,18.97015589,,19.95262315,,,,,,,,3.7,,,
WB3,WB,10,ISCO,2014,2014,4,15,11,SPRING,105.46,10332.46,,62.9,60.97919233,,28,18.08564339,,9.2,8.244398462,,57.4,13.62853516,,,,,,47.03703704,,,,1.2,,51,,167,161.7284766,,72,,177.3438,,,,,,,23.47745469,,,,,,,,,,7.7,,,
WB3,WB,11,ISCO,2014,2014,4,16,11,SPRING,106.46,10333.46,,67.9,65.79087785,,30.4,19.51364764,,10.7,9.650712037,,57.4,9.337215073,,,,,,43.7037037,,,,1.07,,56,,167,161.2116606,,66,,173.1808,,,-11.5,,4.72,,32.55769256,,19.05460718,,,,,,,,3.7,,,
WB3,WB,12,ISCO,2014,2014,4,17,11,SPRING,107.46,10334.46,,76.3,74.22854074,,32.9,22.20804679,,9.5,8.469449322,,60,12.79547909,,,,,,41.11111111,,,,1.07,,55,,163,157.3150238,,72,,142.3746,,,,,,,11.31212396,,,,,,,,,,1.9,,,
WB3,WB,13,ISCO,2014,2014,4,18,11,SPRING,108.46,10335.46,,80.3,78.26620364,,33.7,23.20244594,,9.2,8.188186607,,61.8,15.45374311,,,,,,38.14814815,,,,1.08,,54,,161,155.418387,,75,,135.7138,,,-7.5,,4.8,,7.54874826,,15.84893192,,,,,,,,1.3,,,
WB3,WB,14,ISCO,2014,2014,4,19,11,SPRING,109.46,10336.46,,83.3,81.30386653,,34.6,24.29684509,,8.7,7.706923892,,61.3,15.81200712,,,,,,35.59259259,,,,1.06,,53,,160,154.5217502,,75,,129.8856,,,,,,,5.97338169,,,,,,,,,,1,,,
WB3,WB,15,ISCO,2014,2014,4,20,11,SPRING,110.46,10337.46,,85.3,83.26620364,,34.6,24.10244594,,8.7,7.688186607,,63.1,16.75374311,,,,,,34.03703704,,,,1.06,,54,,159,153.418387,,75,,120.727,,,-6.8,,4.84,,4.660576215,,14.45439771,,,,,,,,1.1,,,
WB3,WB,16,ISCO,2014,2014,4,21,11,SPRING,111.46,10338.46,,86.3,84.30386653,,34.6,24.29684509,,8.4,7.406923892,,64.4,18.91200712,,,,,,33.22222222,,,,1.07,,53,,157,151.5217502,,74,,122.3922,,,,,,,4.135454025,,,,,,,,,,1.4,,,
WB3,WB,17,ISCO,2014,2014,4,22,11,SPRING,112.46,10339.46,,86.3,84.30386653,,34.6,24.29684509,,8.4,7.406923892,,64.4,18.91200712,,,,,,31.77777778,,,,1.02,,53,,156,150.5217502,,72,,119.8944,,,-8.5,,4.83,,3.610331835,,14.79108388,,,,,,,,1.1,,,
WB3,WB,18,ISCO,2014,2014,4,23,11,SPRING,113.46,10340.46,,83.8,81.80386653,,33.7,23.39684509,,8.2,7.206923892,,63.5,18.01200712,,,,,,33.48148148,,,,1.08,,53,,156,150.5217502,,72,,126.5552,,,,,,,4.39801512,,,,,,,,,,0.7,,TP<1,
WB3,WB,19,ISCO,2014,2014,4,24,11,SPRING,114.46,10341.46,,75.8,73.72854074,,30.4,19.70804679,,7.9,6.869449322,,61.3,14.09547909,,,,,,38.14814815,,,,1.08,,55,,154,148.3150238,,72,,130.7182,,,-9.4,,4.79,,6.67354461,,16.21810097,,,,,,,,2.7,,,
WB3,WB,,REG,2014,2014,4,25,13,SPRING,115.54,10342.54,,81.3,79.19087785,,31.4,20.51364764,,8.4,7.350712037,,70.5,22.43721507,,,,,,35.92592593,,,,1.12,,56,,154,148.2116606,,72,,134.8812,,33.304,-6.71,4.78,4.77,39.3,6.49850388,,16.98243652,0.840938666,,,,,,,,7,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,5,22,10,SPRING,142.42,10369.42,,98.3,95.88957468,,30.4,17.95845445,,8.7,7.500813757,,67.9,12.97110294,,,,,,19.77777778,,3,,0.86,,64,,153,146.384755,,55,,123.2248,,33.304,-3.22,4.92,4.83,37.7,5.710820595,,14.79108388,1.149772716,,,,,,,0.5,8,"TP<1; ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,6,11,9,SUMMER,162.38,10389.38,,113.3,110.8895747,,23,10.55845445,,6.7,5.500813757,,63.9,8.971102941,,,,,,8.111111111,,1.166666667,,0.31,,64,,153,146.384755,,26,,116.564,,41.63,-2.34,5.07,5.08,32.1,,,8.317637711,2.001607727,,,,,,,,14,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,6,29,11,SUMMER,180.46,10407.46,,106.8,104.653215,,22.2,11.11924849,,8.4,7.331974752,,74.4,25.47895106,,,,,,6.814814815,,0.918518519,,0.429,,57,,135,129.1082974,,19.05,,189.8328,,24.978,-4.57,5.1,5.09,31.1,1.227589898,,8.128305162,1.282445853,,,,,,,0.5,15,"TP<1; ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,7,24,11,SUMMER,205.46,10432.46,,49.4,47.32854074,,21.4,10.70804679,,25.1,24.06944932,,57,9.79547909,,,,1.8836,,9.148148148,,1.296296296,,0.573,,55,,103,97.31502381,,25.72,,312.225,,124.89,-8.99,5.04,5.02,31.7,1.249469989,,9.54992586,5.622073359,,,,,,,2.8,15,"ATEMP is daily max from NOAA, Bangor BGR ME Station",
WB3,WB,,REG,2014,2014,8,7,11,SUMMER,219.46,10446.46,,56.4,54.21555206,,22.2,10.92484934,,2.3,1.213237467,,67.4,17.62068704,,,,1.662,,5.518518519,,1.122222222,,0.19,,58,,115,109.0049342,,9.13,,171.5156,,49.956,-2.92,5.12,5.22,29.4,0.485854805,,6.025595861,2.67928676,,,,,,,1.8,17,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,,REG,2014,2014,8,21,10,SUMMER,233.42,10460.42,,66.4,64.21555206,,33.7,22.42484934,,1.8,0.713237467,,105.7,55.92068704,,,,,,5.37037037,,1.659259259,,0.26,,58,,153,147.0049342,,4.07,,210.6478,,49.956,-0.03,5.28,5.39,28.7,0.306438056,,4.073802778,3.782365663,,,,,,,3.6,15,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,2,ISCO,2014,2015,10,17,1,FALL,290.04,10517.04,,46.9,42.87007017,,31.3,10.49929103,,17.7,15.6951105,,97.9,6.065750229,,,,,,5.296296296,,,,,,107,,115,103.9401372,,,,195.661,,,,,,,0.238609773,,,,,,,,,,,,"NO3<1, NO3, pH incorr, deleted",
WB3,WB,7,ISCO,2014,2015,10,17,9,FALL,290.38,10517.38,,60.4,57.27397967,,32.1,15.96487061,,18.9,17.34480534,,74,2.764086626,,,,,,5.814814815,,,,,,83,,102,93.42085411,,42.04,,184.8372,,,-1.87,,5.36,,15.79754266,,4.365158322,,,,,,,,,,ANC est from EqpH polynomial,
WB3,WB,8,ISCO,2014,2015,10,17,10,FALL,290.42,10517.42,,63.4,60.27397967,,33.7,17.56487061,,17.9,16.34480534,,75.3,4.064086626,,,,,,6.888888889,,,,,,83,,109,100.4208541,,57.35,,189.8328,,,-4.15,,5.19,,15.55686166,,6.45654229,,,,,,,,,,ANC est from EqpH polynomial,
WB3,WB,10,ISCO,2014,2015,10,17,13,FALL,290.54,10517.54,,66.4,63.31164256,,34.6,18.65926976,,16.1,14.56354263,,76.1,5.722350643,,,,,,7.074074074,,,,,,82,,111,102.5242173,,76.14,,149.868,,,-4.61,,5.15,,8.161390815,,7.079457844,,,,,,,,,,ANC est from EqpH polynomial,
WB3,WB,24,ISCO,2014,2015,10,18,10,FALL,291.42,10518.42,,64.4,61.38696835,,32.9,17.34806806,,10,8.501017196,,77.9,9.238878676,,,,,,4.444444444,,,,,,80,,116,107.7309437,,54.23,,154.8636,,,-2.31,,5.33,,1.844608471,,4.677351413,,,,,,,,,,ANC est from EqpH polynomial,
WB3,WB,,REG,2014,2015,10,19,13,FALL,292.54,10519.54,,79.8,77.2389231,,42,28.78085785,,10,8.725864616,,99.6,41.23804687,,,,1.9944,,5.259259259,,1.444444444,,0.58,,68,,126,118.9713022,,33.39,,179.8416,,41.63,3.88,5.31,5.51,32.4,1.089745323,,3.090295433,3.359203913,,,,,,,,12,"ATEMP is daily max from NOAA, Waltham, ME Station",
WB3,WB,2,ISCO,2014,2015,10,22,3,FALL,295.13,10522.13,,57.4,55.78049549,,28.8,20.44083658,,7.7,6.894296743,,79.2,42.29464729,,,,,,3.307407407,,,,,,43,,123,118.5553823,,24.89,,95.749,,,3.5,,5.66,,1.105061387,,2.187761624,,,,,,,,,,ANC est from EqpH polynomial,
